Time Stamp;Name;Message
3:17;Samiul Anowar;just watched the new episode of brush it off
3:21;Juan Diego;Despairge
3:23;Nyfe;japan :cherry_blossom:
3:25;estelle;Bedge
3:30;Grimbee;gold before japan LETSGO
3:32;Roni Skillz;Same bro lol gotta twerk today 
3:35;Md Rzky;henlo chat and mods and Lily :sparkles:
3:35;anubhav srivastava;go lily
3:41;Roni Skillz;You slept on it ? 
3:45;Rinliana Pachuau;yoyoyo
3:47;anubhav srivastava;lily for gold
3:56;bulldog wuffwuff;lilypichu art day?
3:57;BTsensei;Hi Md
4:01;Petch85;go tet som head shots
4:03;RedBlurr 1721;probably put all your weight in your arm while asleep
4:05;TheSilverJanuary;lol ns
4:07;Samiul Anowar;the new brush it off episode was based
4:07;Moonfall;nice
4:14;Yunus;art with mizkif pog
4:17;Zerucos;aim is good
4:19;Zerucos;wow
4:19;TheSilverJanuary;sheesh clean
4:22;Robert Sanders;hi lilypichu
4:22;Xenopathy;sheesh the lily's mechs
4:22;BTsensei;!podcast
4:24;SpringySpring;Japan again?
4:25;Nightbot;Lily started a podcast called Brush it Off! Check out the latest episode starring Queen Poki-https://youtu.be/TH2eswcEVSM
4:25;bro;holy shitt
4:27;RayRayDunDaddi;Hey Lily how are you
4:36;supperingg;sheesh queen 
4:40;random guy;Are ya gold yet son?
4:40;VN;is pateron membership linked with yt membership?
4:40;Zerucos;lily kinda cracked with the guardian
4:42;RicXD15;Are you going to be in the masters showmatch? :0
4:46;Twomatoes;ohaiyooo
5:08;Nyfe;!patreon
5:10;Roni Skillz;Saw the painting vlog when poki says good thing you said it on video so we can have proof that your a lying bÅc lmao that was cool and genuine girl friendship lol
5:12;Moonfall;!patreon
5:15;Nightbot;Get sneak peeks, exclusive behind the scenes, and extended videos with Lily's new patreon! https://www.patreon.com/lilypichu
5:16;Moonfall;!newsong
5:19;Nightbot;Check out Lily's new upcoming song! Waiting For A Sign-https://distrokid.com/hyperfollow/lilypichu/waiting-for-a-sign Out July 19th!
5:24;Darkklaw;Vouch for patreon 
5:40;kardiak 97;what does an egg say when its high?... Omelette
5:48;Tyler Mockta;The world is way too overpopulated anyway 
5:50;Carlos Quijada;OTV AND KIDS
5:51;Danielandre;gugu gaga 
5:51; ;Hello
6:04;PumpkinLion 9817;hello!!
6:04;VN;what if u get pregnant by mistake
6:05;Moonfall;lol
6:10;TERODACTY LOVER;botw?
6:12;rafl;so the dududu song will came out in 3 month? :disappointed_face:
6:12;Roni Skillz;Little Pichu 
6:13;Ffamran Bunansa;Gold3 pls
6:17;random guy;Im going to make some children for you to adopt 
6:17;Serene;agree
6:28;Grace YT;ooh....
6:31;Biggsy725;@Tyler Mockta in some countries yes, but in a lot of the world its very underpopulated 
6:35;BTsensei;Thank u Badger!
6:36;Cloudy;it's better to let them decide
6:41;Cloudy;when they grow
6:48;LittleBadger;No prob :D
6:50;random guy;you're going to Japan soon?
6:50;TERODACTY LOVER;why does an option to not accept gifts exist
6:54;BTsensei;!Disappear
6:55;AidenBeco;e
6:55;Roni Skillz;Not the way itÅfs going towards the future there zombies 
6:57;Nightbot;Check out Lily's recent released song!-https://youtu.be/xDWyqVA4lpI
6:58;LittleBadger;seee you guys next stream
7:04;armando gurrola;what if Mike wants kids?
7:16;Grace YT;wait.... Before Japan?
7:18;TwilightSaika;Thank you @LittleBadger!
7:26;Roni Skillz;Your class and the Og streamers are cool but the future looks grim 
7:31;Jorge Salas;Thanks @LittleBadger :D
7:37;Cloudy;it's cool to live your life
7:46;Mohamed Tarek;!rank
7:47;estelle;OMEGALUL
7:49;Moonfall;live your own way 
7:49;ItsPronouncedGif;KEKW
7:51;Milfeulle;owned by genetics
7:52;PumpkinLion 9817;lol
7:52;Nightbot;Main Acc: Silver 3, Alt Acc: Silver 1
7:52;Juan Diego;but smart
7:53;TeotlEhecatl;smol
7:53;jasimay;KEKW
7:54;Akshay;what's happening in Japan??
7:55;LeucidBeanz;They would be smart as heck 
7:57;Matthew S;i feel like thats what everyone says when they dont want one
7:57;Borpie;lol
8:00;Yushi;nerfed at birth, rip 
8:01;feetie;short kings
8:02;Zeroooo;Ong
8:05;Dashaway22;Really been enjoying brush it off, great format 
8:07;rain;..and beautiful, and smart, and creative and...
8:16;Eskephor;100% would have ADHD
8:18;Guido_ SlapNutZ;you are just gonna have a tiny gnome
8:20;VN;super talented too bruh
8:23;Roni Skillz;Lmao dam 
8:24;ItsPronouncedGif;they would be very quirky 
8:25;PRINCE;-_-
8:27;cubed;what are those emojis on the right side
8:30;PumpkinLion 9817;they would be smart tho
8:32;Grace YT;Lmao.....
8:34;Zeroooo;Mega corcky
8:34;LeucidBeanz;They would be diamond in valo 
8:37;Eskephor;which is kinda good tbh ADHD is wonderful
8:39;Logan melton;Hi people 
8:41;RedPillPotential17;is this a new game mode?
8:46;moonnrocks;the image of a tiny michael tormenting them both is too funny lol
8:48;Milfeulle;kid gets to gold in valo before lily
8:48;chi chi;a
8:48;Cloudy;@cubed it's reactions you can spam
8:49;Roni Skillz;Smart, artistic maybe no straight up short lol
8:52;Logan melton;This is my first stream ever:D
8:53;Auri Chouhana;gl and safe trip, hope you enjoy jpn!
8:59;Leonardo Mesa;Helloooo :red_heart::red_heart::red_heart:
9:01;serj;but he/she will be super creative 
9:11;liannah;how many rr is lily at? i fell asleep during her last game
9:15;AidenBeco;@RedPillPotential17 its deathmatch, you just run around and its free for all shooting people. great for warming up your aim!
9:17;Vy;what elo are you at lily?
9:17;OP pick axe;e
9:17;Cloudy;most of it is learned
9:20;serj;true
9:21;Moonfall;practice
9:23;Zerucos;for sure
9:26;Mochi;yea thats what i imagine as well
9:29;Akshay;Have you been watching Demon Slayer?
9:31;jaden;omg wait what is that song
9:35;Carlos Quijada;honestly the fact you read my comment of otv and kids makes me happy. that was all of my comedy
9:40;random guy;Are is the expression of suffering 
9:42;Juan Diego;so music is like ranking in valorant?
9:45;Alice :D;art is definitely skill over talent
9:46;Grimbee;hey lily have you seen across the spiderverse? goated movie
9:56;Eskephor;100% nurture. IÅfm creative and I wish I learned art and music as a kid. ItÅfs so much harder to pick up as an adult
9:57;random guy;Art 
